Event	ID	Name			Wwise Object Path	Notes
	1616065818	Play_2d_pv133_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv133_3D_Resurrect	
	1618366927	Play_2d_pv049_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv049_3D_EnemyDead	
	1618536026	Play_2d_pv007_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv007_3D_Resurrect	
	1625531004	Play_2d_pv065_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv065_3D_BossDead	
	1625835533	Play_2d_pv099_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv099_3D_Resurrect	
	1639204709	Play_2d_pv003_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv003_3D_EnemyDead	
	1641462360	Play_2d_pv085_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv085_3D_Resurrect	
	1641617331	Play_SP_Honoo_Nitorotyaazi			\Default Work Unit\SE\SKILL\Play_SP_Honoo_Nitorotyaazi	
	1644116584	Play_ESP_Normal_Gigainpakuto_Hit2			\Default Work Unit\SE\SKILL\Play_ESP_Normal_Gigainpakuto_Hit2	
	1647775226	Play_2d_pv068_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv068_3D_Dead	
	1648158718	Play_2d_pv015_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv015_3D_EnemyDead	
	1648663053	Play_2d_pv063_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv063_3D_Dead	
	1658274782	Play_2d_pv033_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv033_3D_EnemyDead	
	1662603037	Play_2d_pv015_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv015_3D	
	1673459031	Play_SP_Esper_Saikokattaa			\Default Work Unit\SE\SKILL\Play_SP_Esper_Saikokattaa	
	1684489856	Play_SP_Esper_Saikokinesisu_Hit			\Default Work Unit\SE\SKILL\Play_SP_Esper_Saikokinesisu_Hit	
	1684799696	Play_SP_Kusa_Sooraabiimu			\Default Work Unit\SE\SKILL\Play_SP_Kusa_Sooraabiimu	
	1685599996	Play_2d_pv135_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv135_3D	
	1695126859	Play_2d_pv079_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv079_3D_BossDead	
	1695782240	Play_2d_pv085_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv085_3D	
	1696354301	Play_2d_pv083_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv083_3D_EnemyDead	
	1697186273	Play_SP_Doku_Benomutorappu			\Default Work Unit\SE\SKILL\Play_SP_Doku_Benomutorappu	
	1701343683	Play_2d_pv149_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv149_3D	
	1702553144	Play_SP_Esper_Bariaa			\Default Work Unit\SE\SKILL\Play_SP_Esper_Bariaa	
	1704864138	Play_2d_pv108_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv108_3D_BossDead	
	1707816472	Play_SP_Kusa_Happakattar			\Default Work Unit\SE\SKILL\Play_SP_Kusa_Happakattar	
	1710666853	Play_2d_pv046_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv046_3D_Resurrect	
	1715657106	Play_2d_pv073_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv073_3D_EnemyDead	
	1717325631	Play_2d_pv087_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv087_3D_Dead	
	1722510026	Stop_All_SE_GLOBAL			\Default Work Unit\SE\SYS\Stop_All_SE_GLOBAL	
	1724023326	Play_2d_pv151_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv151_3D	
	1724723908	Play_2d_pv090_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv090_3D_BossDead	
	1725255301	Play_2d_pv041_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv041_3D_Dead	
	1725510998	Play_SP_Esper_Dowasure			\Default Work Unit\SE\SKILL\Play_SP_Esper_Dowasure	
	1728334344	Play_2d_pv148_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv148_3D	
	1728829429	Play_2d_pv002_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv002_3D_BossDead	
	1731714990	Play_2d_pv102_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv102_3D_Resurrect	
	1734930827	Play_2d_pv022_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv022_3D_Resurrect	
	1737244879	Play_2d_pv026_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv026_3D_Resurrect	
	1740267948	Play_2d_pv029_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv029_3D_BossDead	
	1746368174	Play_2d_pv077_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv077_3D_EnemyDead	
	1751068987	Play_SP_Mushi_Tonbogaeri_Hit			\Default Work Unit\SE\SKILL\Play_SP_Mushi_Tonbogaeri_Hit	
	1753762296	Play_2d_pv032_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv032_3D_BossDead	
	1757556581	Play_2d_pv125_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv125_3D_BossDead	
	1759232015	Play_SP_Denki_Erekihuiirudo			\Default Work Unit\SE\SKILL\Play_SP_Denki_Erekihuiirudo	
	1765412469	Play_2d_pv143_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv143_3D	
	1769457952	Play_SP_Jimen_Dorokake			\Default Work Unit\SE\SKILL\Play_SP_Jimen_Dorokake	
	1774525950	Play_2d_pv090_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv090_3D_Resurrect	
	1777523627	Play_Condition_Mahi			\Default Work Unit\SE\SKILL\Play_Condition_Mahi	
	1783612962	Play_SE_SPARRING_SKILLKEEP			\Default Work Unit\SE\SPARRING\Play_SE_SPARRING_SKILLKEEP	
	1787822097	Play_2d_pv033_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv033_3D_Resurrect	
	1789089850	Play_SP_Normal_Knasibari			\Default Work Unit\SE\SKILL\Play_SP_Normal_Knasibari	
	1798292941	Play_2d_pv136_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv136_3D_Resurrect	
	1804489365	Play_2d_pv082_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv082_3D_Resurrect	
	1804979938	Play_2d_pv128_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv128_3D_Resurrect	
	1805205190	Play_2d_pv063_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv063_3D_BossDead	
	1808735884	Play_ESP_Kakutou_Kiaipanti			\Default Work Unit\SE\SKILL\Play_ESP_Kakutou_Kiaipanti	
	1810636295	Play_2d_pv127_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv127_3D	
	1814099812	Play_2d_pv035_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv035_3D_Dead	
	1816081841	Play_2d_pv078_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv078_3D_Dead	
	1818524351	Play_2d_pv053_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv053_3D_Resurrect	
	1819282737	Play_2d_pv015_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv015_3D_Resurrect	
	1822467014	Play_2d_pv019_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv019_3D_Dead	
	1843014881	Play_SP_Iwa_Iwaotosi			\Default Work Unit\SE\SKILL\Play_SP_Iwa_Iwaotosi	
	1843335167	Play_2d_pv122_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv122_3D_EnemyDead	
	1851743328	Play_2d_pv038_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv038_3D	
	1852642323	Play_SP_Normal_Haneru			\Default Work Unit\SE\SKILL\Play_SP_Normal_Haneru	
	1867599889	Play_2d_pv136_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv136_3D	
	1871303650	Play_SP_Fairy_Majikarusyain			\Default Work Unit\SE\SKILL\Play_SP_Fairy_Majikarusyain	
	1881256726	Play_BGM_demo			\Default Work Unit\BGM\Play_BGM_demo	
	1888053196	Play_2d_pv089_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv089_3D_Resurrect	
	1888663286	Play_2d_pv114_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv114_3D_Dead	
	1889959635	Play_SE_WORLD_STAGE_ENTER			\Default Work Unit\SE\WORLD\Play_SE_WORLD_STAGE_ENTER	
	1892446236	Play_2d_pv097_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv097_3D_EnemyDead	
	1893202603	Play_2d_pv078_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv078_3D_EnemyDead	
	1905715289	Play_2d_pv089_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv089_3D_Dead	
	1914021256	Play_SP_Honoo_Honoonouzu			\Default Work Unit\SE\SKILL\Play_SP_Honoo_Honoonouzu	
	1922305680	Play_2d_pv041_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv041_3D	
	1926767015	Play_2d_pv040_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv040_3D_BossDead	
	1926978015	Play_2d_pv069_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv069_3D_Dead	
	1927480536	Play_2d_pv062_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv062_3D_Dead	
	1928904435	Play_SP_Aku_Tyouhatu			\Default Work Unit\SE\SKILL\Play_SP_Aku_Tyouhatu	
	1932980544	Play_2d_pv030_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv030_3D_Resurrect	
	1937392184	Play_2d_pv109_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv109_3D_EnemyDead	
	1942801148	Play_SP_Denki_Zyuuden			\Default Work Unit\SE\SKILL\Play_SP_Denki_Zyuuden	
	1944985507	Play_2d_pv075_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv075_3D	
	1945486109	Play_2d_pv125_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv125_3D_Resurrect	
	1947542553	Play_2d_pv095_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv095_3D_Resurrect	
	1949619748	Play_2d_pv017_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv017_3D_EnemyDead	
	1952934355	Play_SE_WORLD_OTAKARA_IN			\Default Work Unit\SE\WORLD\Play_SE_WORLD_OTAKARA_IN	
	1953786442	Play_Condition_Nemuri			\Default Work Unit\SE\SKILL\Play_Condition_Nemuri	
	1954723874	Play_SE_SYS_STONE_SET_DOWN			\Default Work Unit\SE\SYS\Play_SE_SYS_STONE_SET_DOWN	
	1956692226	Play_2d_pv087_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv087_3D	
	1960016633	Play_2d_pv107_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv107_3D_BossDead	
	1963452421	Play_2d_pv037_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv037_3D_BossDead	
	1965382254	Play_BGM_Stage_Select			\Default Work Unit\BGM\Play_BGM_Stage_Select	
	1965791464	Play_SP_Esper_Saikobureiku_Hit			\Default Work Unit\SE\SKILL\Play_SP_Esper_Saikobureiku_Hit	
	1975730898	Play_SP_Mushi_Kyuuketu			\Default Work Unit\SE\SKILL\Play_SP_Mushi_Kyuuketu	
	1976842746	Stop_BGM_SLow			\Default Work Unit\BGM\Stop_BGM_SLow	
	1980049988	Play_2d_pv146_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv146_3D_BossDead	
	1990035386	Play_2d_pv020_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv020_3D_EnemyDead	
	1992120254	Play_2d_pv104_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv104_3D_BossDead	
	1992639145	Play_2d_pv111_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv111_3D_EnemyDead	
	1995025385	Play_2d_pv051_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv051_3D_Resurrect	
	1995402084	Play_SP_Esper_Saikekousen			\Default Work Unit\SE\SKILL\Play_SP_Esper_Saikekousen	
	2005220324	Play_2d_pv115_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv115_3D_BossDead	
	2007007896	Play_2d_pv030_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv030_3D	
	2009014610	Play_2d_pv150_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv150_3D_EnemyDead	
	2014087263	Play_SE_SYS_CHANGE			\Default Work Unit\SE\SYS\Play_SE_SYS_CHANGE	
	2015614888	Play_2d_pv130_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv130_3D_Dead	
	2028194764	Play_SP_Esper_Kousokuidou			\Default Work Unit\SE\SKILL\Play_SP_Esper_Kousokuidou	
	2032995755	Play_2d_pv097_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv097_3D	
	2035447511	Play_2d_pv058_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv058_3D_Dead	
	2039505534	Play_2d_pv037_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv037_3D_Dead	
	2051412498	Play_2d_pv015_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv015_3D_Dead	
	2051952170	Play_2d_pv024_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv024_3D_Dead	
	2052802551	Play_2d_pv032_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv032_3D_Dead	
	2066410143	Play_Condition_Kanasibari			\Default Work Unit\SE\SKILL\Play_Condition_Kanasibari	
	2070516730	Play_2d_pv061_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv061_3D	
	2070579608	Play_2d_pv123_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv123_3D_Dead	
	2070620104	Play_2d_pv027_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv027_3D_Resurrect	
	2074526324	Play_2d_pv004_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv004_3D_EnemyDead	
	2076522778	Play_2d_pv046_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv046_3D_EnemyDead	
	2079579363	Play_2d_pv124_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv124_3D_Dead	
	2080092840	Play_BGM_Forest_1			\Default Work Unit\BGM\Play_BGM_Forest_1	
	2080092842	Play_BGM_Forest_3			\Default Work Unit\BGM\Play_BGM_Forest_3	
	2080092843	Play_BGM_Forest_2			\Default Work Unit\BGM\Play_BGM_Forest_2	
	2082359577	Play_2d_pv091_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv091_3D	
	2084374682	Play_SP_Jimen_Anawohoru			\Default Work Unit\SE\SKILL\Play_SP_Jimen_Anawohoru	
	2086260425	Play_2d_pv055_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv055_3D	
	2087349241	Play_BM_Aku			\Default Work Unit\SE\SKILL\Play_BM_Aku	
	2095598570	Play_SP_Iwa_Korogaru			\Default Work Unit\SE\SKILL\Play_SP_Iwa_Korogaru	
	2095964823	Play_2d_pv041_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv041_3D_EnemyDead	
	2097171057	Play_2d_pv058_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv058_3D_EnemyDead	
	2102385317	Play_2d_pv064_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv064_3D_BossDead	
	2107863011	Play_2d_pv127_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv127_3D_BossDead	
	2123359522	Play_2d_pv006_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv006_3D_Dead	
	2130138790	Play_2d_pv090_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv090_3D	
	2132172618	SE_UnMute			\Default Work Unit\SE_UnMute	
	2132678460	Play_2d_pv124_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv124_3D_BossDead	
	2133877127	Play_2d_pv123_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv123_3D_Resurrect	
	2135826744	Play_SE_STORY_WAKEUP			\Default Work Unit\SE\STORY\Play_SE_STORY_WAKEUP	
	2139176627	Play_SP_Kakutou_Guroupanti			\Default Work Unit\SE\SKILL\Play_SP_Kakutou_Guroupanti	
	2139203191	Play_2d_pv039_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv039_3D_BossDead	
	2141330898	Play_2d_pv043_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv043_3D_Resurrect	
	2144382166	Play_2d_pv054_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv054_3D	
	2153599597	Play_SE_SYS_BUTTERY_CHARGE			\Default Work Unit\SE\SYS\Play_SE_SYS_BUTTERY_CHARGE	
	2155739633	Play_BM_Iwa			\Default Work Unit\SE\SKILL\Play_BM_Iwa	
	2158242124	Play_2d_pv101_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv101_3D_Dead	
	2160325228	Play_2d_pv012_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv012_3D_Resurrect	
	2165104354	Play_2d_pv056_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv056_3D_BossDead	
	2165884123	Play_2d_pv115_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv115_3D_Dead	
	2171958442	Play_2d_pv103_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv103_3D_EnemyDead	
	2183215922	Play_2d_pv043_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv043_3D	
	2184667748	Play_2d_pv088_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv088_3D_Dead	
	2187001168	Play_2d_pv079_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv079_3D_EnemyDead	
	2192119279	Play_2d_pv101_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv101_3D	
	2195026245	Play_2d_pv140_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv140_3D_Dead	
	2198728987	Play_2d_pv081_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv081_3D_EnemyDead	
	2200717123	Play_2d_pv001_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv001_3D_EnemyDead	
	2207787253	Play_SE_BATTLE_WAZA_TOUTCH			\Default Work Unit\SE\BATTLE\Play_SE_BATTLE_WAZA_TOUTCH	
	2209796413	Play_2d_pv033_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv033_3D	
	2212179459	Play_2d_pv035_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv035_3D_BossDead	
	2213124273	Play_BM_Mizu			\Default Work Unit\SE\SKILL\Play_BM_Mizu	
	2215204698	Play_2d_pv091_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv091_3D_EnemyDead	
	2223096762	Play_SP_Mizu_Takinobori_Hit			\Default Work Unit\SE\SKILL\Play_SP_Mizu_Takinobori_Hit	
	2224546710	BGM_UnMute			\Default Work Unit\BGM_UnMute	
	2226477818	Play_2d_pv014_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv014_3D	
	2234904333	Play_ME_LEVEL_UP			\Default Work Unit\ME\Play_ME_LEVEL_UP	
	2236350561	Play_2d_pv006_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv006_3D_Resurrect	
	2236726936	Play_SP_Hikou_Tobihaneru			\Default Work Unit\SE\SKILL\Play_SP_Hikou_Tobihaneru	
	2238036069	Play_2d_pv113_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv113_3D_Dead	
	2239898292	Play_2d_pv100_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv100_3D	
	2241724583	Play_SP_Mizu_Akuaringu			\Default Work Unit\SE\SKILL\Play_SP_Mizu_Akuaringu	
	2252450741	Play_SP_Hagane_Metarukuroo			\Default Work Unit\SE\SKILL\Play_SP_Hagane_Metarukuroo	
	2252999442	Play_SE_BASE_COOK_FOOD_BACK			\Default Work Unit\SE\BASE\Play_SE_BASE_COOK_FOOD_BACK	
	2254909664	Play_2d_pv057_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv057_3D_EnemyDead	
	2259380375	Play_BGM_Boss_Stage			\Default Work Unit\BGM\Play_BGM_Boss_Stage	
	2261540859	Play_SP_Aku_Tujigiri			\Default Work Unit\SE\SKILL\Play_SP_Aku_Tujigiri	
	2262465997	Play_2d_pv046_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv046_3D_BossDead	
	2264790642	Play_2d_pv092_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv092_3D_BossDead	
	2265704971	Play_2d_pv092_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv092_3D_EnemyDead	
	2266414611	Play_2d_pv151_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv151_3D_Dead	
	2268422544	Play_2d_pv139_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv139_3D	
	2274402286	Play_2d_pv083_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv083_3D_Resurrect	
	2288706839	Play_2d_pv014_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv014_3D_Dead	
	2290659577	Play_2d_pv114_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv114_3D	
	2295777949	Play_2d_pv005_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv005_3D_Dead	
	2301085453	Play_2d_pv002_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv002_3D_Resurrect	
	2303801003	Play_BM_Fairy			\Default Work Unit\SE\SKILL\Play_BM_Fairy	
	2304453176	Play_BR_Dragon			\Default Work Unit\SE\SKILL\Play_BR_Dragon	
	2307470419	Play_SP_Iwa_Gansekihuuzi_Hit			\Default Work Unit\SE\SKILL\Play_SP_Iwa_Gansekihuuzi_Hit	
	2307961502	Play_2d_pv115_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv115_3D_Resurrect	
	2310965029	Play_2d_pv137_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv137_3D_EnemyDead	
	2316712280	Play_2d_pv038_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv038_3D_Resurrect	
	2317650182	Play_2d_pv115_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv115_3D	
	2324799041	Play_2d_pv015_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv015_3D_BossDead	
	2328985185	Play_SE_WORLD_SELECT_SLOT			\Default Work Unit\SE\WORLD\Play_SE_WORLD_SELECT_SLOT	
	2330367303	Play_SP_Jimen_Honebuumeran			\Default Work Unit\SE\SKILL\Play_SP_Jimen_Honebuumeran	
	2331048281	Play_BGM_Waterside_1			\Default Work Unit\BGM\Play_BGM_Waterside_1	
	2331048282	Play_BGM_Waterside_2			\Default Work Unit\BGM\Play_BGM_Waterside_2	
	2331048283	Play_BGM_Waterside_3			\Default Work Unit\BGM\Play_BGM_Waterside_3	
	2332105650	Play_SP_Aku_Odateru			\Default Work Unit\SE\SKILL\Play_SP_Aku_Odateru	
	2336823948	Play_2d_pv080_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv080_3D_Dead	
	2338481412	Play_ESP_Kusa_Tanemasingan			\Default Work Unit\SE\SKILL\Play_ESP_Kusa_Tanemasingan	
	2344930071	Play_SE_SYS_STONE_SET			\Default Work Unit\SE\SYS\Play_SE_SYS_STONE_SET	
	2346125909	Play_SP_Ghost_Odorokasu_Hit			\Default Work Unit\SE\SKILL\Play_SP_Ghost_Odorokasu_Hit	
	2347499792	Play_2d_pv022_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv022_3D_EnemyDead	
	2348010633	Play_2d_pv086_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv086_3D_Resurrect	
	2357722050	Play_2d_pv100_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv100_3D_BossDead	
	2359200294	Play_SP_Hikou_Tubamegaesi			\Default Work Unit\SE\SKILL\Play_SP_Hikou_Tubamegaesi	
	2365389601	Play_SE_SPARRING_SKILLCHANGE			\Default Work Unit\SE\SPARRING\Play_SE_SPARRING_SKILLCHANGE	
	2365475347	Play_Condition_Bougyo_Up			\Default Work Unit\SE\SKILL\Play_Condition_Bougyo_Up	
	2367277471	Play_2d_pv105_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv105_3D_Resurrect	
	2372325571	Play_2d_pv109_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv109_3D_BossDead	
	2379165615	Play_2d_pv040_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv040_3D_Resurrect	
	2383771615	Play_BR_Hagane			\Default Work Unit\SE\SKILL\Play_BR_Hagane	
	2394865660	Play_2d_pv145_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv145_3D_Dead	
	2397717800	Play_2d_pv041_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv041_3D_Resurrect	
	2398288826	Play_2d_pv051_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv051_3D_Dead	
	2402736235	Play_2d_pv044_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv044_3D_Resurrect	
	2406108147	Play_2d_pv126_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv126_3D_EnemyDead	
	2406214251	Play_2d_pv023_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv023_3D_EnemyDead	
	2410316340	Play_Status_Damage_03			\Default Work Unit\SE\SKILL\Play_Status_Damage_03	
